order_id,customer_name,region,product_id,product_name,unit_price,quantity,order_date
ORD000060,Taylor Harris,Central,P003,USB-C Hub,34.5,1,2026-06-19
ORD000061,James Powers,South,P005,Webcam HD,59.99,2,2026-05-12
ORD000062,Paul Jones,Central,P002,Mechanical Keyboard,89.99,4,2026-05-27
ORD000063,Dr. Angel Lewis MD,North,P004,27in Monitor,249.0,2,2026-07-08
ORD000064,Sherry Wood,Central,P007,Noise Cancelling Headphones,199.99,2,2026-04-30
ORD000065,Michele Carr,West,P002,Mechanical Keyboard,89.99,4,2026-07-13
ORD000066,Aimee Montoya,Central,P008,Desk Lamp,24.99,5,2026-05-12
ORD000067,Teresa Taylor,South,P003,USB-C Hub,34.5,4,2026-04-26
ORD000068,Juan Nelson,North,P008,Desk Lamp,24.99,2,2026-06-09
ORD000069,Christina Walters,West,P002,Mechanical Keyboard,89.99,2,2026-05-09
ORD000070,Taylor Mathis Jr.,West,P007,Noise Cancelling Headphones,199.99,3,2026-05-24
ORD000071,Aaron Wise,North,P001,Wireless Mouse,19.99,5,2026-06-12
ORD000072,Patrick Arnold,Central,P007,Noise Cancelling Headphones,199.99,5,2026-05-24
ORD000073,Benjamin Ware,West,P005,Webcam HD,59.99,4,2026-07-06
ORD000074,Sandra Aguilar,Central,P003,USB-C Hub,34.5,4,2026-04-29
ORD000075,Eric Nolan,South,P001,Wireless Mouse,19.99,1,2026-06-26
ORD000076,Stephanie Clark,East,P006,Laptop Stand,45.0,2,2026-05-08
ORD000077,Richard Henson,West,P007,Noise Cancelling Headphones,199.99,3,2026-05-22
ORD000078,Brittany Spears,North,P006,Laptop Stand,45.0,2,2026-07-02
ORD000079,Rita Keith,South,P001,Wireless Mouse,19.99,5,2026-04-18
ORD000080,Evelyn Galvan,South,P008,Desk Lamp,24.99,3,2026-06-27
ORD000081,Rita Adams,North,P003,USB-C Hub,34.5,3,2026-06-25
ORD000082,Shane Garrison,South,P007,Noise Cancelling Headphones,199.99,4,2026-05-06
ORD000083,Julia Torres,Central,P002,Mechanical Keyboard,89.99,3,2026-06-26
ORD000084,Alexander Lee,East,P001,Wireless Mouse,19.99,3,2026-05-15
ORD000085,Tracy Ramirez,East,P007,Noise Cancelling Headphones,199.99,4,2026-06-12
ORD000086,William Herrera,East,P007,Noise Cancelling Headphones,199.99,2,2026-07-09
ORD000087,Wesley White,Central,P008,Desk Lamp,24.99,4,2026-07-11
ORD000088,Brian Hamilton,South,P002,Mechanical Keyboard,89.99,3,2026-06-20
ORD000089,Larry Dixon,East,P006,Laptop Stand,45.0,1,2026-05-20
ORD000090,Dawn Fletcher,East,P006,Laptop Stand,45.0,3,2026-04-16
ORD000091,Kimberly Ball,South,P004,27in Monitor,249.0,4,2026-06-21
ORD000092,Helen Jones,West,P001,Wireless Mouse,19.99,1,2026-06-14
ORD000093,Erik Charles,West,P008,Desk Lamp,24.99,5,2026-06-19
ORD000094,Eric Ortiz,South,P008,Desk Lamp,24.99,3,2026-05-22
ORD000095,Cameron Fisher,West,P003,USB-C Hub,34.5,2,2026-07-09
ORD000096,Stephanie Gilbert,East,P005,Webcam HD,59.99,1,2026-05-13
ORD000097,April Mitchell,North,P003,USB-C Hub,34.5,3,2026-05-24
ORD000098,Mary Marshall,Central,P008,Desk Lamp,24.99,1,2026-05-25
ORD000099,John Santana,West,P001,Wireless Mouse,19.99,3,2026-06-26
ORD000100,Bradley Robertson,Central,P001,Wireless Mouse,19.99,2,2026-06-11
ORD000101,Robert Potter,Central,P007,Noise Cancelling Headphones,199.99,5,2026-06-15
ORD000102,Curtis Johnson,West,P008,Desk Lamp,24.99,3,2026-05-08
ORD000103,Samuel Jones,East,P002,Mechanical Keyboard,89.99,2,2026-05-23
ORD000104,,West,P002,Mechanical Keyboard,89.99,2,2026-05-30
ORD000105,Matthew Smith,West,P005,Webcam HD,59.99,3,2026-06-22
ORD000106,Ashley Coleman,South,P004,27in Monitor,249.0,4,2026-05-01
ORD000107,Kelly Williams,East,P002,Mechanical Keyboard,89.99,1,2026-05-08
ORD000108,Joyce Solis,East,P008,Desk Lamp,24.99,1,2026-06-15
ORD000109,Linda Dodson DVM,North,P008,Desk Lamp,24.99,4,2026-06-10
ORD000110,Kathy Rivas,Central,P001,Wireless Mouse,19.99,1,2026-06-04
ORD000111,Natasha Wells,South,P005,Webcam HD,59.99,5,2026-05-09
ORD000112,Mark Cannon,West,P003,USB-C Hub,34.5,5,2026-06-01
ORD000113,Denise Jones,East,P006,Laptop Stand,45.0,1,2026-05-11
ORD000114,Francisco Fernandez,North,P007,Noise Cancelling Headphones,199.99,5,2026-04-28
ORD000115,Michael Mccarthy,North,P007,Noise Cancelling Headphones,199.99,5,2026-04-21
ORD000116,Joshua Perry,West,P004,27in Monitor,249.0,5,2026-05-04
ORD000117,Taylor Silva,West,P003,USB-C Hub,34.5,3,2026-06-17
ORD000118,Pamela James,North,P004,27in Monitor,249.0,2,2026-04-16
ORD000119,Paul Castaneda,South,P002,Mechanical Keyboard,89.99,4,2026-07-10
ORD000120,Paul Payne,West,P005,Webcam HD,59.99,4,2026-06-09
ORD000121,Daniel Graham,West,P003,USB-C Hub,34.5,1,2026-04-18
ORD000122,Michael Powell,Central,P001,Wireless Mouse,19.99,3,2026-04-30
ORD000123,Cameron Dean,East,P008,Desk Lamp,24.99,5,2026-04-18
ORD000124,Justin Johnson,South,P006,Laptop Stand,45.0,2,2026-06-12
ORD000125,Joel Williams,West,P001,Wireless Mouse,19.99,3,2026-05-20
ORD000126,Gabriel Juarez,South,P003,USB-C Hub,34.5,4,2026-05-20
ORD000127,Sandra King,West,P008,Desk Lamp,24.99,1,2026-04-23
ORD000128,Joshua Cooke,East,P003,USB-C Hub,34.5,1,2026-05-17
ORD000129,Rachael Pearson,East,P006,Laptop Stand,45.0,5,2026-06-22
ORD000130,Christina Smith,East,P001,Wireless Mouse,19.99,5,2026-04-29
ORD000131,Michael Elliott,East,P002,Mechanical Keyboard,89.99,1,2026-05-05
ORD000132,Pamela Jackson,South,P005,Webcam HD,59.99,3,2026-06-09
ORD000133,Ashley Weiss,Central,P003,USB-C Hub,34.5,2,2026-07-11
ORD000134,Alexander Collins,East,P003,USB-C Hub,34.5,2,2026-06-15
ORD000135,Jennifer Espinoza,South,P008,Desk Lamp,24.99,3,2026-04-22
ORD000136,Lori Garcia,West,P005,Webcam HD,59.99,4,2026-06-24
ORD000137,Lindsay Martinez,Central,P008,Desk Lamp,24.99,1,2026-07-13
ORD000138,Hannah Patterson,Central,P001,Wireless Mouse,19.99,4,2026-05-19
ORD000139,Gloria Atkinson,South,P008,Desk Lamp,24.99,3,2026-06-29
ORD000140,Tyler Reid,North,P005,Webcam HD,59.99,2,2026-06-29
ORD000141,Jessica Gross,East,P003,USB-C Hub,34.5,1,2026-07-11
ORD000142,Robert Medina,East,P006,Laptop Stand,45.0,5,2026-05-29
ORD000143,Nicholas Adams,East,P008,Desk Lamp,24.99,3,2026-07-01
ORD000144,Angelica Keith,Central,P004,27in Monitor,249.0,4,2026-05-07
ORD000145,Leonard Gray,East,P002,Mechanical Keyboard,89.99,4,2026-04-18
ORD000146,Catherine Lewis,Central,P002,Mechanical Keyboard,89.99,2,2026-06-26
ORD000147,Spencer Haynes,West,P004,27in Monitor,249.0,1,2026-05-10
ORD000148,Travis Miller,East,P003,USB-C Hub,34.5,1,2026-06-19
ORD000149,Peter Vaughn DDS,Central,P003,USB-C Hub,34.5,4,2026-05-30
ORD000150,Anna Walker,Central,P007,Noise Cancelling Headphones,199.99,1,2026-06-17
ORD000151,Kevin Kennedy,South,P006,Laptop Stand,45.0,2,2026-06-02
ORD000152,Patrick Rivera,South,P006,Laptop Stand,45.0,1,2026-06-18
ORD000153,David Martinez,Central,P002,Mechanical Keyboard,89.99,2,2026-05-03
ORD000154,Joshua Gill,Central,P003,USB-C Hub,34.5,5,2026-05-02
ORD000155,John Hardy,,P006,Laptop Stand,45.0,2,2026-07-12
ORD000156,Diane Garcia,South,P003,USB-C Hub,34.5,5,2026-05-03
ORD000157,Christopher Smith,North,P006,Laptop Stand,45.0,2,2026-06-03
ORD000158,William Tran,East,P002,Mechanical Keyboard,89.99,1,2026-06-17
ORD000159,Sean Henry,North,P001,Wireless Mouse,19.99,5,2026-07-03
ORD000160,Julie Alexander,West,P002,Mechanical Keyboard,89.99,4,2026-05-02
ORD000161,Todd Woods,Central,P002,Mechanical Keyboard,89.99,2,2026-06-28
ORD000162,Benjamin Soto,West,P005,Webcam HD,59.99,4,2026-04-20
ORD000163,Justin Torres,South,P004,27in Monitor,249.0,4,2026-07-14
ORD000164,Phillip Obrien,East,P002,Mechanical Keyboard,89.99,3,2026-06-26
ORD000165,Joseph Hayes,North,P002,Mechanical Keyboard,89.99,1,2026-05-25
ORD000166,Wanda Torres,Central,P003,USB-C Hub,34.5,5,2026-06-10
ORD000167,Natalie Meza,Central,P007,Noise Cancelling Headphones,199.99,1,2026-05-04
ORD000168,Matthew Moore,North,P003,USB-C Hub,34.5,4,2026-05-01
ORD000169,Aaron Hayes,West,P005,Webcam HD,59.99,5,2026-06-08
ORD000170,David Mann,East,P001,Wireless Mouse,19.99,5,2026-06-18
ORD000171,,South,P006,Laptop Stand,45.0,3,2026-06-25
ORD000172,Mary Peck,South,P001,Wireless Mouse,19.99,1,2026-05-24
ORD000173,Maria Kerr,Central,P005,Webcam HD,59.99,3,2026-06-29
ORD000174,Christopher Parker,West,P001,Wireless Mouse,19.99,1,2026-06-22
ORD000175,Donna Martinez,East,P002,Mechanical Keyboard,89.99,3,2026-06-16
ORD000176,Terri Mason,Central,P005,Webcam HD,59.99,1,2026-05-30
ORD000177,Andrew Reynolds,,P003,USB-C Hub,34.5,3,2026-05-15
ORD000178,Brandon Hayden,Central,P007,Noise Cancelling Headphones,199.99,5,2026-06-30
ORD000179,Tiffany Key,West,P007,Noise Cancelling Headphones,199.99,1,2026-06-15
ORD000180,Andrew Avila,West,P007,Noise Cancelling Headphones,199.99,4,2026-05-28
ORD000181,Sydney White,North,P008,Desk Lamp,24.99,3,2026-06-07
ORD000182,Katherine Davis,South,P007,Noise Cancelling Headphones,199.99,3,2026-05-17
ORD000183,Michael Hodge,East,P002,Mechanical Keyboard,89.99,5,2026-05-15
ORD000184,Donna Landry,East,P003,USB-C Hub,34.5,2,2026-06-28
ORD000185,Jordan Edwards,West,P002,Mechanical Keyboard,89.99,2,2026-05-15
ORD000186,Jennifer Robertson,North,P006,Laptop Stand,45.0,3,2026-07-13
ORD000187,Kimberly Gutierrez,East,P001,Wireless Mouse,19.99,3,2026-05-02
ORD000188,Peter Garrett,North,P005,Webcam HD,59.99,1,2026-06-23
ORD000189,Joshua Pennington,Central,P001,Wireless Mouse,19.99,4,2026-05-25
ORD000190,Barbara Dudley,East,P003,USB-C Hub,34.5,1,2026-06-09
ORD000191,Christopher Pierce,West,P001,Wireless Mouse,19.99,2,2026-06-04
ORD000192,Willie Durham,East,P005,Webcam HD,59.99,4,2026-05-27
ORD000193,Ronnie Jimenez,Central,P006,Laptop Stand,45.0,1,2026-06-19
ORD000194,Denise Davenport,South,P003,USB-C Hub,34.5,3,2026-07-13
ORD000195,Juan Reyes,North,P007,Noise Cancelling Headphones,199.99,2,2026-07-07
ORD000196,Sherry Shields,West,P003,USB-C Hub,34.5,5,2026-05-10
ORD000197,Jennifer Villa,West,P004,27in Monitor,249.0,3,2026-05-31
ORD000198,Diane Evans,Central,P005,Webcam HD,59.99,1,2026-06-07
ORD000199,Mrs. Brittany Ryan MD,West,P006,Laptop Stand,45.0,5,2026-06-04
ORD000200,Jordan Morris,East,P003,USB-C Hub,34.5,4,2026-05-02
ORD000201,Laura Hall,South,P005,Webcam HD,59.99,4,2026-06-24
ORD000202,Patrick Thornton,Central,P004,27in Monitor,249.0,3,2026-06-28
ORD000203,Matthew Hoover,South,P007,Noise Cancelling Headphones,199.99,5,2026-07-13
ORD000204,Andrew Shaw MD,East,P005,Webcam HD,59.99,1,2026-07-03
ORD000205,Jessica Fox,South,P002,Mechanical Keyboard,89.99,3,2026-05-27
ORD000206,Jennifer Pena,South,P007,Noise Cancelling Headphones,199.99,1,2026-04-29
ORD000207,Wayne Morgan,East,P007,Noise Cancelling Headphones,199.99,1,2026-06-17
ORD000208,Sarah Phelps,East,P001,Wireless Mouse,19.99,3,2026-07-02
ORD000209,Eugene Higgins,West,P008,Desk Lamp,24.99,-1,2026-06-23
ORD000210,Amanda Jones,Central,P005,Webcam HD,59.99,2,2026-06-11
ORD000211,Yolanda Francis,North,P005,Webcam HD,59.99,2,2026-05-25
ORD000212,Mark Brennan,West,P002,Mechanical Keyboard,89.99,1,2026-05-25
ORD000213,Stephanie Williams,North,P004,27in Monitor,249.0,2,2026-06-26
ORD000214,James Thomas,North,P002,Mechanical Keyboard,89.99,5,2026-06-02
ORD000215,Rebecca Jackson,North,P001,Wireless Mouse,19.99,4,2026-04-23
ORD000216,Lisa Allen,East,P001,Wireless Mouse,19.99,3,2026-07-07
ORD000217,Joel King,Central,P006,Laptop Stand,45.0,2,2026-05-08
ORD000218,Robert Santana,South,P008,Desk Lamp,24.99,4,2026-06-15
ORD000219,Jeremy Reed,South,P005,Webcam HD,59.99,2,2026-06-07
ORD000220,Jessica Wright,North,P007,Noise Cancelling Headphones,199.99,5,2026-07-01
ORD000221,James Webb,East,P001,Wireless Mouse,19.99,3,2026-05-07
ORD000222,Laura Haney,West,P007,Noise Cancelling Headphones,199.99,3,2026-05-12
ORD000223,Mary Hill,North,P005,Webcam HD,59.99,1,2026-06-05
ORD000224,Natasha Williams,East,P005,Webcam HD,59.99,3,2026-06-09
ORD000225,Tanner Mitchell DDS,East,P007,Noise Cancelling Headphones,199.99,2,2026-06-09
ORD000226,Mark Oliver,North,P007,Noise Cancelling Headphones,199.99,3,2026-06-15
ORD000227,Mary Massey,Central,P003,USB-C Hub,34.5,1,2026-06-11
ORD000228,Maria Parker,Central,P004,27in Monitor,249.0,3,2026-05-25
ORD000229,Morgan Davis,North,P006,Laptop Stand,45.0,3,2026-05-12
ORD000230,Casey Anderson,North,P005,Webcam HD,59.99,2,2026-06-03
ORD000231,Kiara Mcintyre,West,P002,Mechanical Keyboard,89.99,3,2026-06-29
ORD000232,Roger Olson,North,P008,Desk Lamp,24.99,2,2026-06-27
ORD000233,Gina Wilson,North,P002,Mechanical Keyboard,89.99,3,2026-07-11
ORD000234,Vincent Dalton,Central,P003,USB-C Hub,34.5,2,2026-06-20
ORD000235,Tracy Ballard,Central,P004,27in Monitor,249.0,4,2026-05-18
ORD000236,Alexis Herrera,North,P003,USB-C Hub,34.5,5,2026-05-26
ORD000237,Megan Richards,North,P007,Noise Cancelling Headphones,199.99,4,2026-06-29
ORD000238,Ashley Hall,Central,P008,Desk Lamp,24.99,5,2026-04-18
ORD000239,Kristina Herman,North,P007,Noise Cancelling Headphones,199.99,5,2026-05-05
ORD000240,Rodney Blankenship,South,P003,USB-C Hub,34.5,3,2026-05-13
ORD000241,Charles Shah,Central,P002,Mechanical Keyboard,89.99,3,2026-05-13
ORD000242,Brent Clay Jr.,Central,P002,Mechanical Keyboard,89.99,5,2026-05-26
ORD000243,Natalie Bautista,North,P006,Laptop Stand,45.0,5,2026-05-23
ORD000244,Brittany Perry,West,P005,Webcam HD,59.99,2,2026-04-24
ORD000245,Jason Lynn Jr.,West,P005,Webcam HD,59.99,3,2026-05-19
ORD000246,Trevor Foley,South,P008,Desk Lamp,24.99,4,2026-04-24
ORD000247,Kimberly Levine,South,P006,Laptop Stand,45.0,3,2026-05-18
ORD000248,Colton Martinez,West,P004,27in Monitor,249.0,4,2026-07-01
ORD000249,Matthew May,South,P007,Noise Cancelling Headphones,199.99,5,2026-06-08
ORD000250,Richard Sanchez,Central,P004,27in Monitor,249.0,2,2026-04-27
ORD000251,Andrea Hubbard,South,P002,Mechanical Keyboard,89.99,4,2026-05-04
ORD000252,Sergio Murphy,West,P008,Desk Lamp,24.99,-1,2026-04-29
ORD000253,April Garrison,West,P003,USB-C Hub,34.5,3,2026-04-29
ORD000254,David Thompson,North,P004,27in Monitor,249.0,3,2026-06-14
ORD000255,Adrian Tyler,West,P002,Mechanical Keyboard,89.99,2,2026-05-07
ORD000256,Christopher Williams,Central,P006,Laptop Stand,45.0,2,2026-06-21
ORD000257,Nichole Alvarez,South,P006,Laptop Stand,45.0,4,2026-06-25
ORD000258,Ashley Gordon,Central,P006,Laptop Stand,45.0,2,2026-07-10
ORD000259,Richard Camacho,North,P008,Desk Lamp,24.99,5,2026-06-01
ORD000260,Victor Brown,East,P005,Webcam HD,59.99,1,2026-05-29
ORD000261,Michael Henry,South,P004,27in Monitor,249.0,1,2026-07-06
ORD000262,Bobby Franklin,South,P007,Noise Cancelling Headphones,199.99,2,2026-04-21
ORD000263,Mark Kelley,South,P001,Wireless Mouse,19.99,4,2026-05-15
ORD000264,Kerry Chavez DDS,Central,P008,Desk Lamp,24.99,1,2026-04-24
ORD000265,Sarah Curtis,West,P007,Noise Cancelling Headphones,199.99,3,2026-06-24
ORD000266,Cindy Hayes,South,P005,Webcam HD,59.99,5,2026-05-06
ORD000267,Jesse Perry,West,P005,Webcam HD,59.99,3,2026-04-24
ORD000268,Maurice Brooks,Central,P005,Webcam HD,59.99,3,2026-04-29
ORD000269,Andrea Decker,North,P003,USB-C Hub,34.5,3,2026-04-24
ORD000270,Parker Cain,Central,P008,Desk Lamp,24.99,2,2026-06-05
ORD000271,Kristina Rivera,South,P002,Mechanical Keyboard,89.99,5,2026-04-27
ORD000272,Maurice Christensen,East,P004,27in Monitor,249.0,1,2026-07-03
ORD000273,Tracy Burke,South,P001,Wireless Mouse,19.99,5,2026-05-17
ORD000274,Christy Douglas,East,P008,Desk Lamp,24.99,2,2026-05-06
ORD000275,Ryan Richardson,North,P002,Mechanical Keyboard,89.99,5,2026-06-23
ORD000276,Renee Bruce,West,P003,USB-C Hub,34.5,1,2026-07-12
ORD000277,,Central,P005,Webcam HD,59.99,1,2026-04-18
ORD000278,Sandra Adams,South,P008,Desk Lamp,24.99,5,2026-05-02
ORD000279,Ellen Morgan,West,P002,Mechanical Keyboard,89.99,3,2026-04-16
ORD000280,Kylie Morales,South,P006,Laptop Stand,45.0,3,2026-04-28
ORD000281,Amanda Reese,West,P007,Noise Cancelling Headphones,199.99,5,2026-05-05
ORD000282,,West,P006,Laptop Stand,45.0,2,2026-06-19
ORD000283,Latoya Miller,North,P005,Webcam HD,59.99,5,2026-04-20
ORD000284,Luke Craig,West,P002,Mechanical Keyboard,89.99,4,2026-05-10
ORD000285,Karla Ramos,East,P005,Webcam HD,59.99,1,2026-05-10
ORD000286,Ashley Jordan,Central,P008,Desk Lamp,24.99,2,2026-05-11
ORD000287,Katelyn Estrada,Central,P004,27in Monitor,249.0,2,2026-04-20
ORD000288,Kyle Smith,North,P006,Laptop Stand,45.0,1,2026-05-13
ORD000289,Chad Scott,Central,P003,USB-C Hub,34.5,2,2026-05-15
ORD000290,Paul Thompson,West,P008,Desk Lamp,24.99,1,2026-05-20
ORD000291,Kathryn Whitaker,West,P008,Desk Lamp,24.99,5,2026-06-27
ORD000292,Scott Williams,Central,P005,Webcam HD,59.99,1,2026-04-17
ORD000293,Shannon Johnston,West,P001,Wireless Mouse,19.99,1,2026-06-06
ORD000294,Jennifer Wilson,West,P007,Noise Cancelling Headphones,199.99,3,2026-04-17
ORD000295,Robert Montgomery,East,P002,Mechanical Keyboard,89.99,5,2026-06-29
ORD000296,Anita Richard,North,P003,USB-C Hub,34.5,2,2026-05-07
ORD000297,Kelly Foster,South,P007,Noise Cancelling Headphones,199.99,5,2026-05-13
ORD000298,Gary Jackson,West,P002,Mechanical Keyboard,89.99,1,2026-05-31
ORD000299,Jordan Bullock,Central,P004,27in Monitor,249.0,2,2026-05-17
ORD000300,Sabrina Briggs,West,P001,Wireless Mouse,19.99,2,2026-05-07
ORD000301,Craig Morrison,East,P001,Wireless Mouse,19.99,2,2026-06-23
ORD000302,Cassandra Mejia,South,P006,Laptop Stand,45.0,2,2026-05-30
ORD000303,Olivia Cole,Central,P005,Webcam HD,59.99,1,2026-07-08
ORD000304,Madison Weber,East,P007,Noise Cancelling Headphones,199.99,5,2026-07-02
ORD000305,Brittany Jones,East,P006,Laptop Stand,45.0,4,2026-05-25
ORD000306,Donald Brown,South,P004,27in Monitor,249.0,3,2026-05-31
ORD000307,Jesse Brown,West,P007,Noise Cancelling Headphones,199.99,5,2026-06-29
ORD000308,Sean Wyatt,South,P008,Desk Lamp,24.99,3,2026-06-10
ORD000309,Julie Spencer,Central,P001,Wireless Mouse,19.99,1,2026-06-26
ORD000310,Joanna Pacheco,North,P006,Laptop Stand,45.0,3,2026-06-13
ORD000311,John Hernandez,South,P008,Desk Lamp,24.99,2,2026-04-21
ORD000312,Steven Cooper,East,P005,Webcam HD,59.99,4,2026-06-19
ORD000313,Carrie Wright,West,P008,Desk Lamp,24.99,1,2026-05-25
ORD000314,Joseph Moore,South,P006,Laptop Stand,45.0,4,2026-05-19
ORD000315,Jason Morgan,East,P007,Noise Cancelling Headphones,199.99,3,2026-06-08
ORD000316,Maria Jones,West,P006,Laptop Stand,45.0,3,2026-04-24
ORD000317,Diane Cummings,Central,P003,USB-C Hub,34.5,3,2026-06-14
ORD000318,Shelley Cook,North,P001,Wireless Mouse,19.99,5,2026-06-07
ORD000319,Gregory Ponce,South,P007,Noise Cancelling Headphones,199.99,2,2026-06-17
ORD000320,Kurt Hurley,Central,P008,Desk Lamp,24.99,3,2026-05-13
ORD000321,,East,P007,Noise Cancelling Headphones,199.99,1,2026-06-15
ORD000322,Nancy Jennings,North,P007,Noise Cancelling Headphones,199.99,2,2026-06-02
ORD000323,Jessica Cox,West,P005,Webcam HD,59.99,3,2026-05-18
ORD000324,Daniel Meza,North,P004,27in Monitor,249.0,2,2026-05-29
ORD000325,Chad Jones,Central,P002,Mechanical Keyboard,89.99,4,2026-06-30
ORD000326,Randy Conley,East,P002,Mechanical Keyboard,89.99,4,2026-07-04
ORD000327,George Miranda,Central,P001,Wireless Mouse,19.99,2,2026-04-27
ORD000328,Christopher Guerra,North,P005,Webcam HD,59.99,5,2026-06-24
ORD000329,Carol Kim,West,P004,27in Monitor,249.0,5,2026-05-22
ORD000330,Cynthia Wallace,South,P007,Noise Cancelling Headphones,199.99,5,2026-05-11
ORD000331,Joann Ferguson,South,P006,Laptop Stand,45.0,1,2026-05-13
ORD000332,Julie Conley,East,P007,Noise Cancelling Headphones,199.99,3,2026-05-19
ORD000333,Victoria Murray,Central,P007,Noise Cancelling Headphones,199.99,4,2026-05-11
ORD000334,Joseph Burch,South,P004,27in Monitor,249.0,1,2026-06-28
